Last name,First name,Title,Student?,Status,Regn. #,Days,Metadata,Scheduled,Invited,Rough Topic,Title,Abstract,Scheduling comments,Topic comments,,,,,,,,
Shomorony,Ilan,PROFESSOR,FALSE,ALMOST_CERTAINLY,204,"TH,F",F|1|3|3,F-Machine Learning and Efficiency,,"graphNN, efficient learning",Efficient Learning of Linear Graph Neural Networks via Node Subsampling,"GNNs are a powerful class of machine learning models with applications in recommender systems, drug discovery, social network analysis, and computer vision. The message passing operations of a GNN require the multiplication of an $n \times n$ adjacency matrix $A$ and a data matrix $X$, and the $O(n^2)$ time complexity can be prohibitive for large $n$. A natural question is whether it is possible to perform the GNN operations while avoiding the full computation of $A X$. By focusing on a two-layer Linear Graph Convolutional Network, we develop an efficient training algorithm based on node subsampling, which learns the regression model observing only $O(n \log n)$ entries of $A$. We empirically show that our algorithm outperforms other sampling strategies used in GNN training.",Any time on Thursday or Friday works for me.,,,,,,,,,
Yang,Yaoqing,DOCTOR,FALSE,ALMOST_CERTAINLY,181,"MAM,T,W,TH,F",F|1|3|4,F-Machine Learning and Efficiency,,ML-LLM-opt,Weight matrix diagnostics and improved neural network training,"This talk will present several useful metrics obtained from studying the heavy-tail phenomenon of weight matrices. I will first present how these metrics can be derived from heavy-tail random matrix theory. Then, I will show how one can use these metrics to do model selection on Huggingface Transformers without access to any training or testing data. Finally, I will show how we can use these metrics to improve the training of neural networks. One recent study of ours shows that we can use these metrics to prune large language models of up to 65B parameters and outperform the best recent method in pruning these models.",The only slot I cannot do is Monday from 12:30 pm to 2:30 pm PT.,,,,,,,,,
Wang,Peng,DOCTOR,FALSE,ALMOST_CERTAINLY,157,"M,T,W,TH,F",F|2|1|1,F-Machine Learning 1,,ML-Rep,Understanding Hierarchical Representations in Deep Networks via Feature Compression and Discrimination,"Over the past decade, deep learning has proven to be a highly effective method for extracting meaningful features from high-dimensional data. This work attempts to unveil the mystery of feature learning in deep networks. Specifically, for a multi-class classification problem, we explore how the features of training data evolve across the intermediate layers of a trained neural network. We investigate this problem based on simple deep linear networks trained on linearly separable data, and we analyze how the output features in each layer concentrate around the means of their respective classes. Remarkably, when the deep linear network is trained using gradient descent from a small orthogonal initialization, we theoretically prove that the features exhibit a linear decay in the measure of within-class feature variability as we move from shallow to deep layers. Moreover, our extensive experiments not only validate our theoretical findings numerically but also reveal a similar pattern in deep nonlinear networks which well aligns with recent empirical studies.",,"deep learning, representation learning, non-convex optimization, low-dimensional models",,,,,,,,
Hashemi,Abolfazl,PROFESSOR,FALSE,ALMOST_CERTAINLY,32,"TH,F",F|2|1|2,F-Machine Learning 1,,ML-decentralized,Global Update Tracking: A Decentralized Learning Algorithm for Heterogeneous Data,"Decentralized learning enables the training of deep learning models over large distributed datasets generated at different locations, without the need for a central server. However, in practical scenarios, the data distribution across these devices can be significantly different, leading to a degradation in model performance. In this paper, we focus on designing a decentralized learning algorithm that is less susceptible to variations in data distribution across devices. We propose Global Update Tracking (GUT), a novel tracking-based method that aims to mitigate the impact of heterogeneous data in decentralized learning without introducing any communication overhead. We demonstrate the effectiveness of the proposed technique through an exhaustive set of experiments on various Computer Vision datasets (CIFAR-10, CIFAR-100, Fashion MNIST, and ImageNette), model architectures, and network topologies. Our experiments show that the proposed method achieves state-of-the-art performance for decentralized learning on heterogeneous data via a 1−6% improvement in test accuracy compared to other existing techniques.","Since I will most likely arrive on Wednesday evening and leave on Friday evening, I'd greatly appreciate it if you could kindly schedule the talk for Thursday or Friday. Thank you!","Distributed/decentralized optimization, machine learning, deep learning.",,,,,,,,
Dutta,Sanghamitra,PROFESSOR,FALSE,ALMOST_CERTAINLY,297,,F|2|1|3,F-Machine Learning 1,,"ML-R,multiplicity",Reliable Counterfactual Explanations Under Model Multiplicity,"Counterfactual explanations are a type of explanation that provides suggestions on how to change the outcome of a model with minimum input perturbation, e.g., increase your income by 10K to be accepted for a loan. However, such counterfactual explanations, being quite close to the decision boundary, are not robust to real-world updates to the underlying model, questioning their reliability in several applications, e.g., credit lending. In this work, we propose strategies to provide counterfactual explanations that remain robust under model changes with high probability (leveraging concentration bounds for Lipschitz function of independent Gaussians). This work also has interesting connections with model multiplicity, also known as, the Rashomon effect.",,,,,,,,,,
Loeliger,Hans-Andrea,PROFESSOR,FALSE,ALMOST_CERTAINLY,21,"M,T,W,TH,F",F|2|1|4,F-Machine Learning 1,,ML-Appl,Continuous-time neural networks can stably memorize random spike trains,"The paper explores the capability of continuous-time recurrent neural networks to store and to recall precisely timed spike patterns. We show (by numerical experiments) that this is indeed possible: within some range of parameters, any random score of spike trains (for all neurons in the network) can be memorized and reproduced with stable accurate relative timing of all spikes, with probability close to one. We also demonstrate associative recall under noisy conditions.  In these experiments, the required synaptic weights are computed offline, in order to satisfy a template that encourages temporal stability.",,biology?,,,,,,,,
He,Haiyun,DOCTOR,FALSE,ALMOST_CERTAINLY,53,"WPM,TH,F",F|2|2|1,F-Neural Nets,,ML-GEN,Information-Theoretic Generalization Bounds for Deep Neural Networks,"Deep neural networks (DNNs) exhibit an exceptional capacity for generalization in practical applications. This work aims to capture the effect and benefits of depth for learning within the paradigm of information-theoretic generalization bounds. We derive two novel hierarchical bounds on the generalization error that capture the effect of the internal representations within each layer. The first bound demonstrates that the generalization bound shrinks as the layer index of the internal representation increases. The second bound aims to quantify the contraction of the relevant information measures when moving deeper into the network. To achieve this, we leverage the strong data processing inequality (SDPI) and employ a stochastic approximation of the DNN model we can explicitly control the SDPI coefficient. These results provide a new perspective for understanding generalization in deep models.","Wednesday afternoon, Thursday, Friday","machine learning theory, generalization bound",,,,,,,,
Lee,Jason,PROFESSOR,FALSE,ALMOST_CERTAINLY,37,"W,TH,F",F|2|2|2,F-Neural Nets,,Deep Learning Theory,How Transformers Learn Causal Structure with Gradient Descent,"The incredible success of transformers in sequence modeling tasks can be largely attributed to the \emph{self-attention} mechanism, which allows information to be transferred between different parts of a sequence. Self-attention allows transformers to encode causal structure which makes them particularly suitable for sequence modeling. However, the process by which transformers learn such causal structure via gradient-based training algorithms remains poorly understood. To better understand this process, we introduce an in-context learning task that requires learning latent causal structure. We prove that gradient descent on a simplified two-layer transformer learns to solve this task by encoding the latent causal graph in the first attention layer. The key insight of our proof is that the gradient of the attention matrix encodes the mutual information between tokens. As a consequence of the data processing inequality, the largest entries of this gradient correspond to edges in the latent causal graph. As a special case, when the sequences are generated from in-context Markov chains, we prove that transformers learn an \emph{induction head}~\cite{olsson2022context}. We confirm our theoretical findings by showing that transformers trained on our in-context learning task are able to recover a wide variety of causal structures.",,"Large Language Models, Deep Learning Theory","/2}$ samples are necessary. In this work, we close the gap between the upper and lower bounds by showing that online SGD on a smoothed loss learns w",with n > d^{k,/2}$ samples.,,Deep Learning Theory,,FALSE,0
Shamir,Gil,DOCTOR,FALSE,ALMOST_CERTAINLY,442,,F|2|2|3,F-Neural Nets,,"ML,NN",Smooth Activations and Reproducibility in Deep Networks,"Deep networks provide substantial improvements to various tasks.  However, their predictions may not always be reproducible even if produced by the same system for the same user, request, or query. This problem received almost no attention, but is, in fact, very realistic and critical in real production systems. We demonstrate that the celebrated Rectified Linear Unit (ReLU) activation, used in deep models, can be a major contributor to irreproducibility. We propose the use of smooth activations. We describe a novel family of smooth activations; Smooth ReLU (SmeLU), designed to improve reproducibility with mathematical simplicity, with potentially cheaper implementation. We demonstrate the accuracy-reproducibility advantages of smooth activation in real systems.",Thursday or Friday,"Machine learning, neural networks.",,,,,,,,
Shah,Nihar,PROFESSOR,FALSE,ALMOST_CERTAINLY,170,"TH,F",F|2|2|4,F-Neural Nets,,Fairness,"How to Review Peer Reviews? Experiments, Theory and Deployment","Most real-world systems employ feedback from users to evaluate and improve. What about peer-review processes in conferences and journals?  1) We will first discuss an experiment at the NeurIPS 2022 conference on evaluation of reviews. Among the several findings, one unsurprising finding is that authors are highly biased towards reviews that vouch for acceptance of their papers. We call this outcome bias. 2) The outcome bias is also known in other applications. For instance, evaluations of teachers by students are positively biased by the grades. With this motivation, we formulate a problem of debiasing such evaluations. We provide an estimation procedure and theoretical guarantees.  3) We will finally discuss a deployment of our estimator in peer reviewing.",,"bias, fairness, statistics, estimation, theory, application, people",,,,,,,,
Ryu,Jongha (Jon),DOCTOR,FALSE,ALMOST_CERTAINLY,16,"M,T,W,TH,F",F|3|1|1,F-Optimization,,"Optimization,SVD,representation learning",Operator SVD with neural networks via nested low-rank approximation,"Computing eigenvalue decomposition (EVD) of a given linear operator, or finding its leading eigenvalues and eigenfunctions, is a fundamental task in many machine learning and scientific computing problems. For high-dimensional eigenvalue problems, training neural networks to parameterize the eigenfunctions is considered as a promising alternative to the classical numerical linear algebra techniques.  In this talk, I will introduce a new optimization framework based on the low-rank approximation characterization of a truncated singular value decomposition, accompanied by new techniques called nesting for learning the top-$L$ singular values and singular functions in the correct order.  The proposed method promotes the desired orthogonality in the learned functions implicitly and efficiently via an unconstrained optimization formulation, which is easy to solve with off-the-shelf gradient-based optimization algorithms. I will demonstrate the effectiveness of the proposed optimization framework for use cases in computational physics and representation learning.",,"deep learning, spectral decomposition, linear algebra, structured representation learning, scientific computing",,,,,,,,
Li,Tian,PROFESSOR,FALSE,ALMOST_CERTAINLY,66,"TH,F",F|3|1|2,F-Optimization,,"DP,adaptive optimization",Differentially Privacy Meets Adaptive Optimization,,"I will attend the workshop on Thursday and Friday. And I cannot present during 12:30pm-2:30pm on Thursday, or 11am-12pm on Friday. Thank you.","differential privacy, optimization",,,,,,,,
Verchand,Kabir,DOCTOR,FALSE,ALMOST_CERTAINLY,163,"M,T,W,TH,F",F|3|1|3,F-Optimization,,non-convex opt,Sharp global convergence guarantees for iterative nonconvex optimization with random data,"We consider a general class of regression models with normally distributed covariates, and the associated nonconvex problem of fitting these models from data. We develop a general recipe for analyzing the convergence of iterative algorithms for this task from a random initialization. In particular, provided each iteration can be written as the solution to a convex optimization problem satisfying some natural conditions, we leverage Gaussian comparison theorems to derive a deterministic sequence that provides sharp upper and lower bounds on the error of the algorithm with sample splitting. Crucially, this deterministic sequence accurately captures both the convergence rate of the algorithm and the eventual error floor in the finite-sample regime, and is distinct from the commonly used “population” sequence that results from taking the infinite-sample limit. We apply our general framework to derive several concrete consequences for parameter estimation in popular statistical models including phase retrieval and mixtures of regressions. Provided the sample size scales near linearly in the dimension, we show sharp global convergence rates for both higher-order algorithms based on alternating updates and first-order algorithms based on subgradient descent. These corollaries, in turn, reveal multiple nonstandard phenomena that are then corroborated by extensive numerical experiments.",,Nonconvex optimization,,,,,,,,
Dasarathy,Gautam,PROFESSOR,FALSE,ALMOST_CERTAINLY,210,"W,TH,F",F|3|1|4,F-Optimization,,non-convex optimization,The landscape and sample complexity of quadratic feasibility,"We consider the problem of recovering a complex vector $x \in \mathbb{C}^n$ from $m$ quadratic measurements $\{\langle Ax_i, x_i\rangle\}_{i=1}^m$. This problem, which may be cast as a quadratic feasibility problem, is a generalization of the phase retrieval challenge and has applications in a wide range of important areas, including power system state estimation and x-ray crystallography. In general, the problem as posed is NP-hard and is, in fact, unidentifiable. In this talk, I will introduce novel deterministic conditions on the measurement matrices $A_i$ that guarantee identifiability. I will also introduce a set of conditions that allows one to find a solution to this problem computationally efficiently. The latter involves a careful analysis of the landscape of a natural nonconvex optimization problem which may be of independent interest. Finally, I will show that these properties are satisfied with high probability by an appropriate random measurement design and characterize the number of measurements needed to ensure this.",Thursday/Friday will be manageable.,"(nonconvex) optimization, phase retrieval, sample complexity",,,,,,,,
Naghizadeh,Parinaz,PROFESSOR,FALSE,ALMOST_CERTAINLY,93,"TH,F",F|3|2|1,F-Optimization and control in multi-agent systems (Inv),Optimization and control in multi-agent systems - Jang Zheng,,On the Nash Equilibria of Multiplex and Multilayer Network Games,"Network games provide a framework to study strategic decision making processes among interdependent agents. However, existing models do not account for environments in which agents simultaneously interact over multiple networks, or when agents operate over multiple action dimensions. We propose two new models: multiplex network games to capture the different modalities of interactions among strategic agents, and multilayer network games to capture their interactions over multiple action dimensions. We explore how the properties of the constituent networks of a multiplex/multilayer network can undermine or support the existence, uniqueness, and stability of the game's Nash equilibria. Notably, we highlight that both the largest and smallest eigenvalues of the constituent networks (reflecting their connectivity and two-sidedness, respectively) are instrumental in determining the uniqueness of the multiplex/multilayer network game's equilibrium.","Thursday or Friday (I believe Behrouz Touri is organizing an invited session on Friday, which this talk will be part of?)",Game theory,,,,,,,,
Zheng,Yang,PROFESSOR,FALSE,ALMOST_CERTAINLY,276,"M,TH,F,INV",F|3|2|2,F-Optimization and control in multi-agent systems (Inv),Optimization and control in multi-agent systems - Jang Zheng,,Benign Nonconvex Landscapes in Optimal and Robust Control,"Direct policy search has achieved great empirical success in reinforcement learning. Many recent studies have revisited its theoretical foundation for continuous control, which reveals elegant nonconvex geometry in various benchmark problems, especially in fully observable state-feedback cases. In this talk, we consider two fundamental optimal and robust control problems with partial observability: the Linear Quadratic Gaussian (LQG) control with stochastic noises, and Hinf robust control with adversarial noises. In the policy space, the former problem is smooth but nonconvex, while the latter one is nonsmooth and nonconvex. Despite the lack of convexity (and possibly smoothness), we will show that for a class of non-degenerate policies, all Clarke stationary points are globally optimal and there is no spurious local minimum for both LQG and Hinf control. Our proof techniques rely on a new and unified framework of Extended Convex Lifting (ECL), which reconciles the gap between nonconvex policy optimization and convex reformulations.",,"Prof. Behrouz Touri, Prof. Jorge Poveda, and I are planning to organize an invited session on Optimization and control in multi-agent systems.",,,,,,,,
London,Palma,DOCTOR,FALSE,ALMOST_CERTAINLY,314,,F|3|2|3,F-Optimization and control in multi-agent systems (Inv),Optimization and control in multi-agent systems - Jang Zheng,,Logarithmic Communication for Distributed Optimization in Multi-Agent Systems,"The design of multi-agent systems is classically approached using techniques from distributed optimization such as dual descent and consensus algorithms. Such algorithms depend on convergence to global consensus before any individual agent can determine its local action. This leads to challenges with respect to communication overhead and robustness. Improving algorithms with respect to these measures has been a focus of the community for decades. I present a new distributed computation approach for multi-agent system design based on ideas from the emerging field of local computation algorithms. We focus on the setting where distributed agents must operate in a completely decentralized, distributed setting, and the cost of communication between the agents is high. Our framework is the first local computation algorithm for solving optimization problems and can be applied in a wide-variety of distributed settings. We demonstrate the generality of the framework via applications to Network Utility Maximization (NUM) and the distributed training of Support Vector Machines (SVMs), providing numerical results illustrating the improvement compared to classical distributed optimization approaches in each case.",,"Yang Zheng has asked me to speak in the ""Optimization and control in multi-agent systems"" session, organized by Yang, Jorge, and Behrouz.",,,,,,,,
Marden,Jason,PROFESSOR,FALSE,ALMOST_CERTAINLY,349,F,F|3|2|4,F-Optimization and control in multi-agent systems (Inv),Optimization and control in multi-agent systems - Jang Zheng,allocation,A Theory for Allocating Autonomous Systems,,,,,,,,,,,
Kolar,Mladen,PROFESSOR,FALSE,ALMOST_CERTAINLY,35,"W,TH,F,INV",F|3|3|1,F-Adaptive and stochastic optimization (Inv),Adaptive and stochastic optimization - Mladen Kolar,,Trust-Region Sequential Quadratic Programming for Stochastic Optimization with Random Models,,"This is a part of the invited session ""Adaptive and stochastic optimization"".  One of the speakers (Chaoyue Liu) requested for the session to be on Friday afternoon if possible due to their job talk in the morning.  I have another speaker that can only come on Friday (Michael Mahoney).",,,,,,,,,
Balasubramanian,Krishnakumar,DOCTOR,FALSE,ALMOST_CERTAINLY,167,"F,INV",F|3|3|2,F-Adaptive and stochastic optimization (Inv),Adaptive and stochastic optimization - Mladen Kolar,,From Stability to Chaos: Analyzing Gradient Descent Dynamics in Quadratic Regression,"We conduct a comprehensive investigation into the dynamics of gradient descent using large-order constant step-sizes in the context of quadratic regression models. Within this framework, we reveal that the dynamics can be encapsulated by a specific cubic map, naturally parameterized by the step-size. Through a fine-grained bifurcation analysis concerning the step-size parameter, we delineate five distinct training phases: (1) monotonic, (2) catapult, (3) periodic, (4) chaotic, and (5) divergent, precisely demarcating the boundaries of each phase. As illustrations, we provide examples involving phase retrieval and two-layer neural networks employing quadratic activation functions and constant outer-layers, utilizing orthogonal training data. Our simulations indicate that these five phases also manifest with generic non-orthogonal data. We also empirically investigate the generalization performance when training in the various non-monotonic (and non-divergent) phases. In particular, we observe that performing an ergodic trajectory averaging stabilizes the test error in non-monotonic (and non-divergent) phases.",I was invited my Mladen Kolar to present in the session he is organizing on Friday,I was invited my Mladen Kolar to present in the session he is organizing on Friday,,,,,,,,
Mahoney,Michael,PROFESSOR,FALSE,ALMOST_CERTAINLY,256,"F,INV",F|3|3|3,F-Adaptive and stochastic optimization (Inv),Adaptive and stochastic optimization - Mladen Kolar,,Multiplicative noise and heavy tails in stochastic optimization and machine learning,"Although stochastic optimization is central to modern machine learning, the precise mechanisms underlying its success, and in particular, the precise role of the stochasticity, still remain unclear. Modelling stochastic optimization algorithms as discrete random recurrence relations, we show that multiplicative noise, as it commonly arises due to variance in local rates of convergence, results in heavy-tailed stationary behaviour in the parameters. A detailed analysis is conducted for SGD applied to a simple linear regression problem; followed by theoretical results for a much larger class of models (including non-linear and non-convex) and optimizers (including momentum, Adam, and stochastic Newton); followed by empirical results, demonstrating that our results hold much more generally.",Friday. This will be in Mladen Kolar's session.,,,,,,,,,
Liu,Chaoyue,DOCTOR,FALSE,PROBABLY,293,F>2:20pm,F|3|3|4,F-Adaptive and stochastic optimization (Inv),Adaptive and stochastic optimization - Mladen Kolar,,Why does SGD converge so fast on over-parameterized neural networks?,,"Please schedule the talk after 3:00pm on Friday (if not possible, 2:30pm is perhaps doable).","This talk will be in an invited session of ""stochastic optimization and applications in machine learning"" (a.k.a Adaptive and stochastic optimization) organized by Prof. Mladen Kolar.",,,,,,,,
Harrison,Willie,DOCTOR,FALSE,ALMOST_CERTAINLY,171,"M,T,W,TH,F",F|4|1|1,F-Coding,,C-finiteblocklength,On best short wiretap coset codes,,,Finite blocklength wiretap coding is a topic of recent interest.  In this talk I will present findings gathered from years of research studying the optimality of certain structures of coset-based wiretap codes for the binary erasure wiretap channel.,,,,,,,,
Wootters,Mary,DOCTOR,FALSE,ALMOST_CERTAINLY,60,"M,T,W,TH,F",F|4|1|2,F-Coding,,C-alg-list,Efficient List-decoding of Polynomial Ideal Codes with Optimal List Size,"It has recently been shown that Reed-Solomon codes, defined over random evaluation points, are list decodable with",optimal,"list size with high probability (Brakensiek, Gopi, Makam, 2023), (Guo, Zhang, 2023), (Alrabiah, Guruswami, Li, 2023). We extend this result to a large subclass of polynomial ideal codes, which includes several well-studied families of error-correcting codes such as Reed-Solomon codes, folded Reed-Solomon codes, and multiplicity codes.  Combining this with existing efficient list-decoding algorithms for polynomial ideal codes, our result implies as a corollary that a large subclass of polynomial ideal codes (over random evaluation points) is efficiently list decodable with optimal list size.  See arXiv: 2401.14517 for the full paper and more details.",FALSE,0,,,,,,
